Country,Countrycode3,Countrycode2,Year,Population,Incomegroup,Mean,Median,Gini,Source,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,Q1,Q2,Q3,Q4,Q5,P5,P95,Revision,Quality,Source_Comments,Region,Region_sub,Currency,Reference_Period,Welfaredefn,IncSharU,UofAnala,Equivsc,AreaCovr,PopCovr,AgeCovr,EU,OECD,Year_cat,Welfaredefn_new,Equivsc_new,AgeCovr_new,AreaCovr_new,PopCovr_new,IncSharU_new,UofAnala_new,Exchangerate,Mean_usd,Median_usd
Panama,PAN,PA,1968,1.43566,Upper middle income,1915,,40.1,Jain 1975,1.1,3.6,4.8,6.1,7.4,8.8,10.5,12.7,16.2,28.8,4.7,10.9,16.2,23.2,45,,18.3,,Low,CSO 1970,Americas,Central America,Balboas,Year,Income,,Person,,Metropolitan area,Income Recipients,All,Non-EU,Non-OECD,1960-1969,Other,,All,Urban,Employed+Others,,Person,1,1915,
Panama,PAN,PA,1968,1.43566,Upper middle income,1060,,40.7,Jain 1975,2,3.5,4.7,5.6,6.9,8.3,10,12.4,16.4,30.2,5.5,10.3,15.2,22.4,46.6,,19.2,,Low,CSO 1970,Americas,Central America,Balboas,Year,Income,,Person,,Nonmetropolian area,Income Recipients,All,Non-EU,Non-OECD,1960-1969,Other,,All,Other,Employed+Others,,Person,1,1060,
Panama,PAN,PA,1969,1.477373,Upper middle income,,,49.9,Cromwell 1977,,,,,,,,,,,4.9,,,,,,34.1,,Low,Adelman and Morris 1972,Americas,Central America,,,Income,,Household,,All,All,All,Non-EU,Non-OECD,1960-1969,Other,,All,All,All,,Household,,,
Panama,PAN,PA,1969,1.477373,Upper middle income,1960,,55.7,Jain 1975,0.9,2.1,2.9,3.9,5,6.4,8.3,11.1,15.9,43.5,3,6.8,11.4,19.4,59.4,,31.7,,Low,McLure 1972,Americas,Central America,Balboas,Year,Income,,Person,,All,Econ. Active Population,All,Non-EU,Non-OECD,1960-1969,Other,,All,All,Employed+Others,,Person,1,1960,
Panama,PAN,PA,1969,1.477373,Upper middle income,,,48,Paukert 1973,,,,,,,,,,,4.9,9.4,13.8,15.2,56.7,,34.5,,Not known,Adelman and Morris 1972,Americas,Central America,,,"Income, gross",Household,Household,No adjustment,All,All,All,Non-EU,Non-OECD,1960-1969,"Income, gross",Without adjustment,All,All,All,Household,Household,,,
Panama,PAN,PA,1970,1.519293,Upper middle income,,,57,Fields 1989,,,,,,,,,,,,,,,,,,,Low,Special Survey on Household Income,Americas,Central America,,,"Income, gross",Household,Household,No adjustment,All,All,All,Non-EU,Non-OECD,1970-1979,"Income, gross",Without adjustment,All,All,All,Household,Household,,,
Panama,PAN,PA,1970,1.519293,Upper middle income,2150,,42.1,Jain 1975,1.2,3.4,4.7,5.9,7.1,8.4,10.1,12.2,15.7,31.3,4.6,10.6,15.5,22.3,47,,21,,Low,UN-ECLA 1974,Americas,Central America,Balboas,Year,Income,,Person,,Metropolitan area,Income Recipients,All,Non-EU,Non-OECD,1970-1979,Other,,All,Urban,Employed+Others,,Person,1,2150,
Panama,PAN,PA,1970,1.519293,Upper middle income,1165,,43.2,Jain 1975,1.1,3.4,4.7,5.8,7,8.2,9.9,11.9,15.3,32.7,4.5,10.5,15.2,21.8,48,,22.7,,Low,UN-ECLA 1974,Americas,Central America,Balboas,Year,Income,,Person,,Nonmetropolian area,Income Recipients,All,Non-EU,Non-OECD,1970-1979,Other,,All,Other,Employed+Others,,Person,1,1165,
Panama,PAN,PA,1970,1.519293,Upper middle income,1850,,44.8,Jain 1975,1,3.1,4.3,5.4,6.7,8.1,9.8,12.3,16.2,33.1,4.1,9.7,14.8,22.1,49.3,,22.2,,Low,UN-ECLA 1974,Americas,Central America,Balboas,Year,Income,,Person,,All,Income Recipients,All,Non-EU,Non-OECD,1970-1979,Other,,All,All,Employed+Others,,Person,1,1850,
Panama,PAN,PA,1970,1.519293,Upper middle income,,,55.8,Lecaillon et al. 1984,,,,,,,,,,,,,,,,,,,Low,,Americas,Central America,,,Primary income,,Person,,All,Econ. Active Population,All,Non-EU,Non-OECD,1970-1979,Other,,All,All,Employed+Others,,Person,,,
Panama,PAN,PA,1970,1.519293,Upper middle income,,,57,van Ginneken and Park 1984,0.7,1.3,2,3.2,4.7,6.3,8.4,11.6,17.6,44.2,2,5.2,11,20,61.8,,,,Average,Encuesta Especial sobre Ingresos a traves de los Hogares,Americas,Central America,,,"Income, gross",Household,Household,No adjustment,All,All,All,Non-EU,Non-OECD,1970-1979,"Income, gross",Without adjustment,All,All,All,Household,Household,,,
Panama,PAN,PA,1972,1.607835,Upper middle income,2365,,41.9,Jain 1975,1.3,3.7,4.9,6.1,7.1,8.4,9.7,11.7,14.7,32.4,5,11,15.5,21.4,47.1,,23,,Low,UN-ECLA 1974,Americas,Central America,Balboas,Year,Income,,Person,,Metropolitan area,Income Recipients,All,Non-EU,Non-OECD,1970-1979,Other,,All,Urban,Employed+Others,,Person,1,2365,
Panama,PAN,PA,1972,1.607835,Upper middle income,2005,,42.6,Jain 1975,1.1,3.5,4.7,5.9,7.1,8.4,9.9,12,15.2,32.2,4.6,10.6,15.5,21.9,47.4,,22.2,,Low,UN-ECLA 1974,Americas,Central America,Balboas,Year,Income,,Person,,All,Income Recipients,All,Non-EU,Non-OECD,1970-1979,Other,,All,All,Employed+Others,,Person,1,2005,
Panama,PAN,PA,1972,1.607835,Upper middle income,1235,,34.8,Jain 1975,1.4,4,5.5,6.7,8.1,9.6,11.2,13.4,16.4,23.7,5.4,12.2,17.7,24.6,40.1,,13.6,,Low,UN-ECLA 1974,Americas,Central America,Balboas,Year,Income,,Person,,Nonmetropolian area,Income Recipients,All,Non-EU,Non-OECD,1970-1979,Other,,All,Other,Employed+Others,,Person,1,1235,
Panama,PAN,PA,1979,1.931393,Upper middle income,,,43,IADB Integration and Regional Programs Dept. web 1999,1.66,3.19,4.36,5.63,6.88,7.69,9.87,12.54,16.81,31.36,4.85,9.99,14.57,22.41,48.17,,,,Average,HBS,Americas,Central America,,,"Earnings, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1970-1979,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
Panama,PAN,PA,1979,1.931393,Upper middle income,,,47,IADB Integration and Regional Programs Dept. web 1999,1.53,2.75,3.81,5.04,6.32,8.06,10.34,13.35,18.74,30.06,4.28,8.85,14.38,23.69,48.8,,,,Average,HBS,Americas,Central America,,,"Earnings, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1970-1979,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Panama,PAN,PA,1979,1.931393,Upper middle income,,,49,IADB Integration and Regional Programs Dept. web 1999,1.35,2.52,3.48,4.5,5.72,7.25,9.35,12.46,17.46,35.92,3.87,7.98,12.97,21.81,53.38,,,,Average,HBS,Americas,Central America,,,"Earnings, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1970-1979,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,1979,1.931393,Upper middle income,1041.6,,48.8,Psacharopoulos et al. 1997,1.3,2.5,3.5,4.5,5.7,7.2,9.3,12.5,17.5,35.9,3.8,8,12.9,21.8,53.4,,,,Average,"Encuesta de Hogares, Mano de Obra",Americas,Central America,Balboas,Month,"Earnings, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1970-1979,"Income, disposable",Household per capita,All,All,All,Household,Person,0.999999999,1041.59997558594,
Panama,PAN,PA,1980,1.978575,Upper middle income,,,47.5,"Panama, DEC",,,,,,,,,,,4.19,8.19,13.4,21.8,52.42,,,,Low,,Americas,Central America,,,"Income, gross",,Person,,All,All,All,Non-EU,Non-OECD,1980-1989,"Income, gross",,All,All,All,,Person,,,
Panama,PAN,PA,1989,2.419618,Upper middle income,1221.6,,55.5,"Deininger & Squire, World Bank 2004",0.45,1.34,2.38,3.57,4.9,6.64,8.82,12.17,17.94,41.8,1.79,5.95,11.54,20.99,59.73,,,,Low,Encuesta de Hogares-Mano de Obra (EMO) - August,Americas,Central America,Balboas,Month,"Monetary income, disposable",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,All,All,Household,Person,1,1221.59997558594,
Panama,PAN,PA,1989,2.419618,Upper middle income,,,53,IADB Integration and Regional Programs Dept. web 1999,0.69,1.89,3.02,4.04,5.29,6.95,9.37,12.23,17.66,38.85,2.58,7.06,12.24,21.6,56.51,,,,Low,HBS,Americas,Central America,,,"Monetary income, disposable",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
Panama,PAN,PA,1989,2.419618,Upper middle income,,,52,IADB Integration and Regional Programs Dept. web 1999,1.05,2.22,3.2,4.17,5.37,6.79,8.9,11.98,17.46,38.87,3.27,7.37,12.16,20.88,56.33,,,,Low,HBS,Americas,Central America,,,"Monetary income, disposable",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Panama,PAN,PA,1989,2.419618,Upper middle income,,,57,IADB Integration and Regional Programs Dept. web 1999,0.49,1.52,2.58,3.71,4.99,6.56,8.55,11.8,17.63,42.17,2.01,6.29,11.55,20.35,59.8,,,,Low,HBS,Americas,Central America,,,"Monetary income, disposable",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,1989,2.419618,Upper middle income,1360.8,,56.5,Psacharopoulos et al. 1997,0.5,1.5,2.6,3.7,5,6.6,8.5,11.8,17.6,42.2,2,6.3,11.6,20.3,59.8,,,,Low,"Encuesta de Hogares, Mano de Obra",Americas,Central America,Balboas,Month,"Monetary income, disposable",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,All,All,Household,Person,1,1360.80004882813,
Panama,PAN,PA,1989,2.419618,Upper middle income,,,53.3,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.6,1.8,3,4.2,5.5,7.1,9,12,17.5,39.4,2.4,7.2,12.6,21,56.9,,,New 2017,High,Without implicit rent,Americas,Central America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Panama,PAN,PA,1989,2.419618,Upper middle income,1236,,55,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.5,1.6,2.8,3.9,5.2,6.8,8.8,11.9,17.6,40.8,2.1,6.7,12,20.7,58.4,,,New 2017,High,Without implicit rent,Americas,Central America,LCU,Year,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,All,All,Household,Person,1,1236,
Panama,PAN,PA,1991,2.522901,Upper middle income,1346.4,,55.8,"Deininger & Squire, World Bank 2004",0.45,1.25,2.25,3.4,4.7,6.33,8.67,12.06,17.91,42.97,1.7,5.65,11.03,20.74,60.88,,,,Low,Encuesta de Hogares-Mano de Obra (EMO) - August,Americas,Central America,Balboas,Month,"Monetary income, disposable",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,1,1346.40002441406,
Panama,PAN,PA,1991,2.522901,Upper middle income,,,53,ECLAC,1,2.2,3.2,4,5,6.8,8.8,11.8,17,40,3.2,7.2,11.8,20.6,57,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Panama,PAN,PA,1991,2.522901,Upper middle income,,,53.8,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.6,1.7,3,4.2,5.5,6.9,9,12.1,17.5,39.7,2.3,7.2,12.4,21.1,57.2,,,New 2017,High,Without implicit rent,Americas,Central America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Panama,PAN,PA,1991,2.522901,Upper middle income,1356,,55.5,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.5,1.6,2.7,3.9,5.1,6.6,8.7,12,17.7,41.1,2.1,6.6,11.7,20.7,58.8,,,New 2017,High,Without implicit rent,Americas,Central America,LCU,Year,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,1,1356,
Panama,PAN,PA,1991,2.522901,Upper middle income,,,53.5,Szekely and Hilgert 2002,,,,,,,,,,,,,,,,,,,Average,Encuesta Continua de Hogares - Mano de Obra,Americas,Central America,,,"Earnings, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,1991,2.522901,Upper middle income,,,56.3,Szekely and Hilgert 2002,,,,,,,,,,,,,,,,,,,Low,Encuesta Continua de Hogares - Mano de Obra,Americas,Central America,,,"Monetary income, disposable",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,1991,2.522901,Upper middle income,,,51.3,Szekely and Hilgert 2002,,,,,,,,,,,,,,,,,,,Low,Encuesta Continua de Hogares - Mano de Obra,Americas,Central America,,,"Monetary income, disposable",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Panama,PAN,PA,1991,2.522901,Upper middle income,,,55.1,Szekely and Hilgert 2002,,,,,,,,,,,,,,,,,,,Low,Encuesta Continua de Hogares - Mano de Obra,Americas,Central America,,,"Monetary income, disposable",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
Panama,PAN,PA,1994,2.68272,Upper middle income,,,53.7,ECLAC,1.2,2.4,3.2,4.2,5.2,6.6,8.2,10.8,15.6,42.8,3.6,7.4,11.8,19,58.4,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Panama,PAN,PA,1995,2.738125,Upper middle income,1884,,55.6,"Deininger & Squire, World Bank 2004",0.58,1.57,2.59,3.66,4.9,6.36,8.46,11.6,17.1,43.18,2.16,6.25,11.26,20.06,60.27,,,,Low,Encuesta de Hogares (EH) - August,Americas,Central America,Balboas,Month,"Monetary income, disposable",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,1,1884,
Panama,PAN,PA,1995,2.738125,Upper middle income,,,53.2,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.7,2,3.1,4.2,5.5,6.9,8.8,11.7,16.7,40.4,2.7,7.3,12.4,20.5,57.1,,,New 2017,High,Without implicit rent,Americas,Central America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Panama,PAN,PA,1995,2.738125,Upper middle income,1812,,55.1,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.6,1.8,2.8,3.9,5.2,6.6,8.6,11.6,16.9,41.9,2.4,6.7,11.8,20.2,58.8,,,New 2017,High,Without implicit rent,Americas,Central America,LCU,Year,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,1,1812,
Panama,PAN,PA,1995,2.738125,Upper middle income,,,54.7,Szekely and Hilgert 2002,,,,,,,,,,,,,,,,,,,Average,Encuesta Continua de Hogares,Americas,Central America,,,"Earnings, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,1995,2.738125,Upper middle income,,,51.5,Szekely and Hilgert 2002,,,,,,,,,,,,,,,,,,,Low,Encuesta Continua de Hogares,Americas,Central America,,,"Monetary income, disposable",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Panama,PAN,PA,1995,2.738125,Upper middle income,,,56,Szekely and Hilgert 2002,,,,,,,,,,,,,,,,,,,Low,Encuesta Continua de Hogares,Americas,Central America,,,"Monetary income, disposable",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,1995,2.738125,Upper middle income,,,53.2,Szekely and Hilgert 2002,,,,,,,,,,,,,,,,,,,Low,Encuesta Continua de Hogares,Americas,Central America,,,"Monetary income, disposable",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
Panama,PAN,PA,1996,2.794845,Upper middle income,1864.8,,55.4,"Deininger & Squire, World Bank 2004",0.62,1.6,2.57,3.61,4.85,6.37,8.53,11.59,17.06,43.18,2.22,6.19,11.23,20.13,60.24,,,,Low,Encuesta de Hogares (EH) - August,Americas,Central America,Balboas,Month,"Monetary income, disposable",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,1,1864.80004882812,
Panama,PAN,PA,1997,2.852739,Upper middle income,1994.4,,57.2,"Deininger & Squire, World Bank 2004",0.61,1.52,2.5,3.49,4.68,6.17,8.25,11.34,16.98,44.46,2.13,5.99,10.85,19.59,61.44,,,,Low,Encuesta de Hogares (EH) - August,Americas,Central America,Balboas,Month,"Monetary income, disposable",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,1,1994.40002441406,
Panama,PAN,PA,1997,2.852739,Upper middle income,,,54.3,ECLAC,1,2.2,3,4,5.2,6.4,8.4,11.2,16,42.6,3.2,7,11.6,19.6,58.6,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Panama,PAN,PA,1997,2.852739,Upper middle income,,,54.8,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.7,1.9,3,4.1,5.2,6.6,8.5,11.4,16.8,41.8,2.6,7.1,11.8,19.9,58.6,,,New 2017,High,Without implicit rent,Americas,Central America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Panama,PAN,PA,1997,2.852739,Upper middle income,1920,,56.7,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.6,1.7,2.8,3.7,4.9,6.3,8.3,11.4,17,43.3,2.3,6.5,11.2,19.7,60.3,,,New 2017,High,Without implicit rent,Americas,Central America,LCU,Year,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,1,1920,
Panama,PAN,PA,1997,2.852739,Upper middle income,,,56.8,Szekely and Hilgert 2002,,,,,,,,,,,,,,,,,,,Average,Encuesta de Hogares,Americas,Central America,,,"Earnings, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,1997,2.852739,Upper middle income,,,55.1,Szekely and Hilgert 2002,,,,,,,,,,,,,,,,,,,Low,Encuesta de Hogares,Americas,Central America,,,"Monetary income, disposable",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
Panama,PAN,PA,1997,2.852739,Upper middle income,,,52.9,Szekely and Hilgert 2002,,,,,,,,,,,,,,,,,,,Low,Encuesta de Hogares,Americas,Central America,,,"Monetary income, disposable",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Panama,PAN,PA,1997,2.852739,Upper middle income,,,57.5,Szekely and Hilgert 2002,,,,,,,,,,,,,,,,,,,Low,Encuesta de Hogares,Americas,Central America,,,"Monetary income, disposable",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,1997,2.852739,Upper middle income,,,48.5,World Bank Poverty Monitoring Database 2002,1.23,2.33,3.47,4.67,6.02,7.59,9.56,12.35,17.13,35.65,3.56,8.14,13.61,21.91,52.78,,,,Low,,Americas,Central America,,,Consumption,Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,Consumption,Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,1998,2.911383,Upper middle income,2047.2,,56,"Deininger & Squire, World Bank 2004",0.66,1.61,2.58,3.58,4.77,6.22,8.36,11.52,17.08,43.62,2.27,6.16,10.99,19.87,60.7,,,,Low,Encuesta de Hogares (EH) - August,Americas,Central America,Balboas,Month,"Monetary income, disposable",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,1,2047.19995117187,
Panama,PAN,PA,1998,2.911383,Upper middle income,,,53.2,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.7,2.1,3.2,4.3,5.5,6.8,8.6,11.4,16.8,40.6,2.8,7.5,12.3,20,57.4,,,New 2017,High,Without implicit rent,Americas,Central America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Panama,PAN,PA,1998,2.911383,Upper middle income,1848,,55.4,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.6,1.9,2.9,4,5.1,6.5,8.4,11.4,16.9,42.4,2.5,6.9,11.6,19.8,59.3,,,New 2017,High,Without implicit rent,Americas,Central America,LCU,Year,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,1,1848,
Panama,PAN,PA,1998,2.911383,Upper middle income,,,56.5,Szekely 2003,,,,,,,,,,,,,,,,,,,Low,Encuesta Continua de Hogares,Americas,Central America,,,"Monetary income, disposable",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,1999,2.970193,Upper middle income,,,49.9,ECLAC,1.2,2.6,3.4,4.4,5.6,7.2,9,11.6,17,38,3.8,7.8,12.8,20.6,55,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Panama,PAN,PA,1999,2.970193,Upper middle income,,,52.2,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.9,2.2,3.3,4.3,5.5,6.9,8.8,11.6,16.9,39.7,3.1,7.6,12.4,20.4,56.6,,,New 2017,High,Without implicit rent,Americas,Central America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Panama,PAN,PA,1999,2.970193,Upper middle income,1968,,54.4,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.8,2,3,4,5.1,6.5,8.5,11.5,17.1,41.5,2.8,7,11.6,20,58.6,,,New 2017,High,Without implicit rent,Americas,Central America,LCU,Year,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,1,1968,
Panama,PAN,PA,1999,2.970193,Upper middle income,,,56.3,Szekely 2003,,,,,,,,,,,,,,,,,,,Low,Encuesta Continua de Hogares,Americas,Central America,,,"Monetary income, disposable",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,1999,2.970193,Upper middle income,4925.16,2829.24,56.46,World Bank 2016,0.29,1.61,2.77,3.87,5.03,6.52,8.53,11.56,17.32,42.49,1.9,6.64,11.55,20.09,59.81,,,New 2017,Average,PovcalNet,Americas,Central America,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,Other,Household per capita,All,All,All,Household,Person,1,,
Panama,PAN,PA,2000,3.028751,Upper middle income,2215.2,,57,"Deininger & Squire, World Bank 2004",0.65,1.61,2.51,3.54,4.71,6.09,8.14,11.23,16.92,44.6,2.26,6.04,10.8,19.37,61.52,,,,Low,Encuesta de Hogares (EH) - August,Americas,Central America,Balboas,Month,"Monetary income, disposable",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,1,2215.19995117188,
Panama,PAN,PA,2000,3.028751,Upper middle income,,,53.4,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.8,2.1,3.2,4.2,5.4,6.8,8.7,11.4,16.7,40.9,2.9,7.4,12.2,20.1,57.6,,,New 2017,High,Without implicit rent,Americas,Central America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Panama,PAN,PA,2000,3.028751,Upper middle income,2016,,55.5,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.7,1.9,2.9,3.9,5.1,6.5,8.4,11.3,16.8,42.6,2.6,6.8,11.6,19.7,59.4,,,New 2017,High,Without implicit rent,Americas,Central America,LCU,Year,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,1,2016,
Panama,PAN,PA,2001,3.086887,Upper middle income,,,54,ECLAC,0.8,1.8,2.8,4,5.2,7,9,12.2,17.6,39.8,2.6,6.8,12.2,21.2,57.4,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
Panama,PAN,PA,2001,3.086887,Upper middle income,,,49.9,ECLAC,1,2.4,3.6,4.6,5.8,7.2,9,11.8,16.8,37.6,3.4,8.2,13,20.8,54.4,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Panama,PAN,PA,2001,3.086887,Upper middle income,,,55.5,ECLAC,0.6,1.6,2.6,3.8,5.2,6.8,8.8,11.8,17.4,41.2,2.2,6.4,12,20.6,58.6,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,2001,3.086887,Upper middle income,,,54.4,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.7,1.8,2.9,4.1,5.3,6.8,8.8,11.6,16.8,41.2,2.5,7,12.1,20.4,58,,,New 2017,High,Without implicit rent,Americas,Central America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
